Block ID,Trip ID,VR ID,Bid ID,Status,Facility Sequence,Truck Filter,CPT,Is CPT Truck,Carrier,Subcarrier,CR_ID,Shipper Accounts,Equipment Type,Trailer Id,Estimated Cost,Tender Status,Driver,Vehicle ID,Stop 1,Stop 1 Yard Arrival,Stop 1 Yard Departure,Stop 2,Stop 2 Yard Arrival,Stop 2 Yard Departure,Stop 3,Stop 3 Yard Arrival,Stop 3 Yard Departure,Stop 4,Stop 4 Yard Arrival,Stop 4 Yard Departure,Stop 5,Stop 5 Yard Arrival,Stop 5 Yard Departure,Stop 6,Stop 6 Yard Arrival,Stop 6 Yard Departure,Stop 7,Stop 7 Yard Arrival,Stop 7 Yard Departure,Stop 8,Stop 8 Yard Arrival,Stop 8 Yard Departure,Stop 9,Stop 9 Yard Arrival,Stop 9 Yard Departure,Stop 10,Stop 10 Yard Arrival,Stop 10 Yard Departure,VR Creation Date Time (UTC),VR Cancellation Date Time (UTC),Transit Operator Type,Operator ID,Spot Work
B-BJCTCM6W9,T-11333GV3Q,113M2HQRQ,,PLANNED,LCY3->DBN2,AMZL-DBN2-ND,11/22/2022 3:00,FALSE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,LCY3,11/22/2022 1:30,11/22/2022 2:10,DBN2,11/22/2022 4:10,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:03,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,111XQZRL4,,PLANNED,DBN2->DPO2,,11/22/2022 6:39,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Detached Trailer,,0,APPROVED,,,DBN2,11/22/2022 4:55,11/22/2022 5:26,DPO2,11/22/2022 6:37,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:02,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,1127B6WYV,,PLANNED,DPO2->BHX7,BHX7,11/22/2022 23:59,FALSE,ADULL,ATSUK,ATS_Round-Trip,TransfersUKStandardPallets,Detached Trailer,,0,APPROVED,,,DPO2,11/22/2022 7:00,11/22/2022 8:15,BHX7,11/22/2022 12:19,,,,,,,,,,,,,,,,,,,,,,,,,,11/14/2022 17:01,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,114NBLGRT,,PLANNED,BHX7->DPE2,,11/23/2022 3:29,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Detached Trailer,,0,APPROVED,,,BHX7,11/22/2022 13:19,11/22/2022 13:50,DPE2,11/23/2022 3:27,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:02,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,1119DPD12,,PLANNED,DPE2->CWL1,,11/23/2022 23:59,FALSE,ADULL,ATSUK,ATS_Round-Trip,TransfersCarts,Detached Trailer,,0,APPROVED,,,DPE2,11/23/2022 3:28,11/23/2022 4:43,CWL1,11/23/2022 11:03,,,,,,,,,,,,,,,,,,,,,,,,,,11/14/2022 20:33,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,113PXDKLV,,PLANNED,CWL1->MAN2,MAN2,11/24/2022 3:00,TRUE,ADULL,ATSUK,ATS_Round-Trip-DD,ATSWarehouseTransfers,Double Deck Trailer,,0,APPROVED,,,CWL1,11/24/2022 2:45,11/24/2022 3:30,MAN2,11/24/2022 9:45,,,,,,,,,,,,,,,,,,,,,,,,,,11/10/2022 8:01,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,116QGDWNF,,PLANNED,MAN2->DNE2,AMZL-DNE2-ND,11/24/2022 23:55,FALSE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,MAN2,11/24/2022 22:00,11/24/2022 22:45,DNE2,11/25/2022 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2022 9:02,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,112X7YLPK,,PLANNED,DNE2->MME2,,11/25/2022 4:48,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Detached Trailer,,0,APPROVED,,,DNE2,11/25/2022 3:45,11/25/2022 4:16,MME2,11/25/2022 4:46,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:02,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,11262ZKFS,,PLANNED,MME2->DWN2,AMZL-DWN2-ND,11/25/2022 18:00,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,MME2,11/25/2022 17:45,11/25/2022 18:30,DWN2,11/25/2022 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:33,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
B-BJCTCM6W9,T-11333GV3Q,111NN85XT,,PLANNED,DWN2->BHX1,,11/26/2022 1:28,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Detached Trailer,,0,APPROVED,,,DWN2,11/25/2022 22:45,11/25/2022 23:16,BHX1,11/26/2022 1:26,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:02,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_TRAMP1_1001,No
,113FRGH9B,113FRGH9B,,PLANNED,BHX1->DOX2,AMZL-DOX2-ND,11/21/2022 4:15,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,250.00 GBP,APPROVED,,,BHX1,11/21/2022 3:45,11/21/2022 4:45,DOX2,11/21/2022 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:32,,SINGLE_DRIVER,,No
,113NGRXVZ,113NGRXVZ,,PLANNED,XUKP->DPE2,AMZL-DPE2-ND,11/21/2022 11:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,275.00 GBP,APPROVED,,,XUKP,11/21/2022 10:30,11/21/2022 11:30,DPE2,11/21/2022 15:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 12:02,,SINGLE_DRIVER,,No
B-2TJVG6ZD9,T-116PP9SBC,1129NG2WF,,PLANNED,SHRT-BRS1-1->DEX2,,11/21/2022 16:00,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Drop Trailer,,0,APPROVED,,,SHRT-BRS1-1,11/21/2022 13:45,11/21/2022 14:16,DEX2,11/21/2022 15:58,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:03,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,114WHTYGN,,PLANNED,DEX2->EMA1,,11/22/2022 23:59,FALSE,ADULL,ATSUK,ATS_Round-Trip,TransfersCarts,Detached Trailer,,0,APPROVED,,,DEX2,11/22/2022 4:00,11/22/2022 5:15,EMA1,11/22/2022 11:20,,,,,,,,,,,,,,,,,,,,,,,,,,11/14/2022 20:32,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,112VHMGN4,,PLANNED,EMA1->DPE2,AMZL-DPE2-SD,11/22/2022 13:00,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,EMA1,11/22/2022 12:45,11/22/2022 13:30,DPE2,11/22/2022 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 10:32,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,1159YW9K4,,PLANNED,DPE2->MME2,,11/23/2022 23:59,FALSE,ADULL,ATSUK,ATS_Round-Trip,TransfersCarts,Detached Trailer,,0,APPROVED,,,DPE2,11/23/2022 3:45,11/23/2022 5:00,MME2,11/23/2022 10:32,,,,,,,,,,,,,,,,,,,,,,,,,,11/14/2022 20:32,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,112SV32ZQ,,PLANNED,MME2->NCL1,,11/23/2022 11:49,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Drop Trailer,,0,APPROVED,,,MME2,11/23/2022 10:47,11/23/2022 11:18,NCL1,11/23/2022 11:47,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:03,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,116JGBQ6G,,PLANNED,NCL1->MME2,MME2,11/23/2022 14:00,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSWarehouseTransfers,Drop Trailer,,0,APPROVED,,,NCL1,11/23/2022 13:45,11/23/2022 14:30,MME2,11/23/2022 15:15,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 8:02,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,113F5BJD6,,PLANNED,MME2->DXS1,AMZL-DXS1-ND,11/24/2022 4:00,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,MME2,11/24/2022 3:45,11/24/2022 4:30,DXS1,11/24/2022 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:04,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,1152X93YX,,PLANNED,DXS1->EMA2,,11/24/2022 9:18,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Detached Trailer,,0,APPROVED,,,DXS1,11/24/2022 7:30,11/24/2022 8:01,EMA2,11/24/2022 9:16,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:03,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,1153BYL8P,,PLANNED,EMA2->MAN2,MAN2,11/24/2022 11:00,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSWarehouseTransfers,Drop Trailer,,0,APPROVED,,,EMA2,11/24/2022 10:45,11/24/2022 11:30,MAN2,11/24/2022 14:15,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 8:02,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,11334KNK7,,PLANNED,MAN2->LCY8,LH-LCY8,11/25/2022 3:00,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,MAN2,11/25/2022 2:45,11/25/2022 3:30,LCY8,11/25/2022 11:15,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 12:03,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,111K62C1T,,PLANNED,LCY8->DXW2,AMZL-DXW2-ND,11/26/2022 4:45,FALSE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,LCY8,11/26/2022 0:30,11/26/2022 1:10,DXW2,11/26/2022 2:40,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:32,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
B-2TJVG6ZD9,T-116PP9SBC,114NFBYP8,,PLANNED,DXW2->SHRT-BRS1-1,,11/26/2022 12:03,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Detached Trailer,,0,APPROVED,,,DXW2,11/26/2022 9:00,11/26/2022 9:31,SHRT-BRS1-1,11/26/2022 12:01,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:03,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_8f1f1d2768,No
,1142N15VM,1142N15VM,,PLANNED,XUKP->DWN2->DPR1,AMZL-DWN2-DPR1-ND,11/21/2022 18:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,306.56 GBP,APPROVED,,,XUKP,11/21/2022 17:00,11/21/2022 18:30,DWN2,11/21/2022 19:30,11/21/2022 21:00,DPR1,11/21/2022 21:43,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
,114TYK7B9,114TYK7B9,,PLANNED,DBH3->DPO2->DSO2->DRG2->STN8,RELO-STN8,11/21/2022 18:00,TRUE,ADULL,,Do Not Cancel Boomerang Project,ATSReturns,Detached Trailer,,638.33 GBP,APPROVED,,,DBH3,11/21/2022 17:00,11/21/2022 18:30,DPO2,11/21/2022 19:45,11/21/2022 21:15,DSO2,11/21/2022 22:15,11/21/2022 23:45,DRG2,11/22/2022 1:15,11/22/2022 2:45,STN8,11/22/2022 11:30,,,,,,,,,,,,,,,,,11/16/2022 16:55,,SINGLE_DRIVER,,No
,116137K69,116137K69,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/21/2022 22:30,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/21/2022 19:00,11/21/2022 20:30,DNG1,11/21/2022 21:15,11/21/2022 22:45,DPE2,11/22/2022 0:08,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
B-DJBN6GBCK,T-113D5ZFJZ,114D147WZ,,PLANNED,BRS1->LPL9,,11/22/2022 1:28,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Drop Trailer,,0,APPROVED,,,BRS1,11/21/2022 19:29,11/21/2022 20:00,LPL9,11/22/2022 1:26,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:04,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_08eb1e2d20,No
B-DJBN6GBCK,T-113D5ZFJZ,113F6X8V9,,PLANNED,LPL9->SXW2,LH-SXW2,11/22/2022 18:45,FALSE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Detached Trailer,,0,APPROVED,,,LPL9,11/22/2022 13:45,11/22/2022 15:15,SXW2,11/22/2022 20:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:32,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_08eb1e2d20,No
B-DJBN6GBCK,T-113D5ZFJZ,116H2TM14,,PLANNED,SXW2->LPL2,,11/23/2022 16:46,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Drop Trailer,,0,APPROVED,,,SXW2,11/22/2022 20:40,11/22/2022 21:11,LPL2,11/23/2022 16:44,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:04,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_08eb1e2d20,No
B-DJBN6GBCK,T-113D5ZFJZ,1132MF6XW,,PLANNED,LPL2->SEH1,LH-SEH1,11/23/2022 17:00,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,LPL2,11/23/2022 16:45,11/23/2022 17:30,SEH1,11/23/2022 23:51,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:33,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_08eb1e2d20,No
B-DJBN6GBCK,T-113D5ZFJZ,114DDQM8F,,PLANNED,SEH1->BRS1,,11/24/2022 20:51,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Detached Trailer,,0,APPROVED,,,SEH1,11/24/2022 0:51,11/24/2022 1:22,BRS1,11/24/2022 20:49,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:04,,SINGLE_DRIVER,ADULL_UK-Bristol_TRAMP1_08eb1e2d20,No
,1135MBV8F,1135MBV8F,,PLANNED,BHX7->DNG1->DST1,AMZL-DNG1-DST1-ND,11/21/2022 21:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,314.92 GBP,APPROVED,,,BHX7,11/21/2022 20:00,11/21/2022 21:30,DNG1,11/21/2022 22:15,11/21/2022 23:45,DST1,11/22/2022 1:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
B-QBSH2TPQL,T-112PTXCXS,116KLTKG5,,PLANNED,BHX1->LBA9,LH-LBA9,11/21/2022 21:00,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,BHX1,11/21/2022 20:45,11/21/2022 21:30,LBA9,11/22/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 12:03,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_SOLO4_1000,No
B-QBSH2TPQL,T-112PTXCXS,115ZZVJV2,,PLANNED,LBA9->DSA6,,11/22/2022 1:02,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Drop Trailer,,0,APPROVED,,,LBA9,11/22/2022 0:10,11/22/2022 0:41,DSA6,11/22/2022 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:02,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_SOLO4_1000,No
B-QBSH2TPQL,T-112PTXCXS,1119CL4J4,,PLANNED,DSA6->DNG1,AMZL-DNG1-ND,11/22/2022 1:30,TRUE,ADULL,ATSUK,ATS_Round-Trip,ATSOutbound,Drop Trailer,,0,APPROVED,,,DSA6,11/22/2022 1:15,11/22/2022 2:00,DNG1,11/22/2022 4:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:33,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_SOLO4_1000,No
B-QBSH2TPQL,T-112PTXCXS,11347S8BS,,PLANNED,DNG1->BHX1,,11/22/2022 7:24,FALSE,ADULL,ATSUK,ATS_Round-Trip,FleetManagementEquipmentRepositioning,Detached Trailer,,0,APPROVED,,,DNG1,11/22/2022 5:15,11/22/2022 5:46,BHX1,11/22/2022 7:22,,,,,,,,,,,,,,,,,,,,,,,,,,11/20/2022 3:02,,SINGLE_DRIVER,ADULL_UK-Birmingham_3_SOLO4_1000,No
,113S4BN41,113S4BN41,,PLANNED,EMA1->DNG2->DBI4,AMZL-DNG2-DBI4-ND,11/22/2022 1:30,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,300.59 GBP,APPROVED,,,EMA1,11/21/2022 21:15,11/21/2022 22:45,DNG2,11/21/2022 23:00,11/22/2022 0:30,DBI4,11/22/2022 3:00,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
,112K8HRZ9,112K8HRZ9,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/21/2022 22:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/21/2022 21:30,11/21/2022 23:00,DNG1,11/21/2022 23:45,11/22/2022 1:15,DPE2,11/22/2022 2:38,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,1161DZRFC,1161DZRFC,,PLANNED,BHX2->DRM2,AMZL-DRM2-ND,11/21/2022 23:00,TRUE,ADULL,,,ATSOutbound,Drop Trailer,,425.00 GBP,APPROVED,,,BHX2,11/21/2022 22:30,11/21/2022 23:30,DRM2,11/22/2022 2:45,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:02,,SINGLE_DRIVER,,No
,1149LD7MF,1149LD7MF,,PLANNED,EMA2->DBI5,AMZL-DBI5-ND,11/22/2022 1:00,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,270.00 GBP,APPROVED,,,EMA2,11/21/2022 23:30,11/22/2022 0:30,DBI5,11/22/2022 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:03,,SINGLE_DRIVER,,No
,114WLYYMN,114WLYYMN,,PLANNED,EMA1->DNG2->DBI4,AMZL-DNG2-DBI4-ND,11/22/2022 1:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,300.59 GBP,APPROVED,,,EMA1,11/22/2022 0:30,11/22/2022 2:00,DNG2,11/22/2022 2:15,11/22/2022 3:45,DBI4,11/22/2022 5:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:44,,SINGLE_DRIVER,,No
,115XHPF7F,115XHPF7F,,PLANNED,EMA1->DNN1,AMZL-DNN1-ND,11/22/2022 4:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,255.00 GBP,APPROVED,,,EMA1,11/22/2022 4:00,11/22/2022 5:00,DNN1,11/22/2022 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:04,,SINGLE_DRIVER,,No
B-76WTQ27N4,,,FALSE,,DAVENTRY->DAVENTRY,,,FALSE,,,,,53' Trailer,,1380,,,,BHX3,11/22/2022 9:42,,BHX3,,11/27/2022 9:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
B-WPKKD0TR0,,,FALSE,,DERBY->DERBY,,,FALSE,,,,,53' Trailer,,1445,,,,EMA1,11/22/2022 15:19,,EMA1,,11/27/2022 15:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,113N4WGHF,113N4WGHF,,PLANNED,XUKP->DWN2->DPR1,AMZL-DWN2-DPR1-ND,11/22/2022 18:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,306.56 GBP,APPROVED,,,XUKP,11/22/2022 17:00,11/22/2022 18:30,DWN2,11/22/2022 19:30,11/22/2022 21:00,DPR1,11/22/2022 21:43,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,1154GZQ1J,1154GZQ1J,,PLANNED,DBH3->DPO2->DSO2->DRG2->STN8,RELO-STN8,11/22/2022 18:00,TRUE,ADULL,,Do Not Cancel Boomerang Project,ATSReturns,Detached Trailer,,638.33 GBP,APPROVED,,,DBH3,11/22/2022 17:00,11/22/2022 18:30,DPO2,11/22/2022 19:45,11/22/2022 21:15,DSO2,11/22/2022 22:15,11/22/2022 23:45,DRG2,11/23/2022 1:15,11/23/2022 2:45,STN8,11/23/2022 11:30,,,,,,,,,,,,,,,,,11/16/2022 16:56,,SINGLE_DRIVER,,No
,114B74TD9,114B74TD9,,PLANNED,BHX7->DNG1->DST1,AMZL-DNG1-DST1-ND,11/22/2022 21:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,314.92 GBP,APPROVED,,,BHX7,11/22/2022 20:00,11/22/2022 21:30,DNG1,11/22/2022 22:15,11/22/2022 23:45,DST1,11/23/2022 1:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,11252VWPS,11252VWPS,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/22/2022 22:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/22/2022 21:30,11/22/2022 23:00,DNG1,11/22/2022 23:45,11/23/2022 1:15,DPE2,11/23/2022 2:38,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
B-DH29DB58J,,,FALSE,,DAVENTRY->DAVENTRY,,,FALSE,,,,,53' Trailer,,1404,,,,BHX3,11/22/2022 21:45,,BHX3,,11/27/2022 21:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
B-62ZQMLGWL,,,FALSE,,Keynsham->Keynsham,,,FALSE,,,,,53' Trailer,,1950,,,,SHRT-BRS1-1,11/22/2022 22:00,,SHRT-BRS1-1,,11/27/2022 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,115CNCZSK,115CNCZSK,,PLANNED,BHX2->DRM2,AMZL-DRM2-ND,11/22/2022 23:00,TRUE,ADULL,,,ATSOutbound,Drop Trailer,,425.00 GBP,APPROVED,,,BHX2,11/22/2022 22:30,11/22/2022 23:30,DRM2,11/23/2022 2:45,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:02,,SINGLE_DRIVER,,No
,113ZX9M4C,113ZX9M4C,,PLANNED,EMA1->DNG2->DBI4,AMZL-DNG2-DBI4-ND,11/23/2022 1:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,300.59 GBP,APPROVED,,,EMA1,11/23/2022 0:30,11/23/2022 2:00,DNG2,11/23/2022 2:15,11/23/2022 3:45,DBI4,11/23/2022 5:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
,115Q87BRQ,115Q87BRQ,,PLANNED,BHX1->DOX2,AMZL-DOX2-ND,11/23/2022 4:15,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,250.00 GBP,APPROVED,,,BHX1,11/23/2022 3:30,11/23/2022 4:30,DOX2,11/23/2022 6:15,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:33,,SINGLE_DRIVER,,No
,116KD15XY,116KD15XY,,PLANNED,EMA1->DNN1,AMZL-DNN1-ND,11/23/2022 4:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,255.00 GBP,APPROVED,,,EMA1,11/23/2022 4:00,11/23/2022 5:00,DNN1,11/23/2022 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:02,,SINGLE_DRIVER,,No
B-6R8BHHLJF,,,FALSE,,Ellistown->Ellistown,,,FALSE,,,,,53' Trailer,,1381,,,,BHX2,11/23/2022 4:35,,BHX2,,11/28/2022 4:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
B-WWTZWTNR5,,,FALSE,,DERBY->DERBY,,,FALSE,,,,,53' Trailer,,1386,,,,EMA1,11/23/2022 10:45,,EMA1,,11/28/2022 10:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
